ID,QUEUE_ID,CU,STATUS,QUEUE_TYPE,PLATFORM,CPU_USAGE,MEM_USAGE,LAUNCHING_JOB_NUMS,RUNNING_JOB_NUMS,SUCCEED_JOB_NUMS,CANCELLED_JOB_NUMS,FAILED_JOB_NUMS,DOTTING_TIME,RESOURCE_TYPE,DISK_USAGE
636,4,16,available,general,x86_64,4,78,0,0,0,0,0,1599090120000,vm,20
636,4,16,available,general,x86_64,5,77,0,0,0,0,0,1599090420000,vm,20
637,85153,64,available,general,x86_64,29,35,0,0,0,0,0,1617964800000,vm,20
637,85153,64,available,general,x86_64,2,36,0,0,0,0,0,1617965100000,vm,20
637,85153,64,available,general,x86_64,1,36,0,0,0,0,0,1617965400000,vm,20
637,85153,64,available,general,x86_64,5,39,0,0,0,0,0,1617965700000,vm,20
637,85153,64,available,general,x86_64,2,39,0,0,0,0,0,1617966000000,vm,20
638,85153,64,available,general,x86_64,54,94,0,0,0,0,0,1621921500000,vm,20
638,85153,64,available,general,x86_64,89,99,0,0,0,0,0,1621921800000,vm,20
638,85153,64,available,general,x86_64,84,99,0,0,0,0,0,1621922100000,vm,20
638,85153,64,available,general,x86_64,80,99,0,0,0,0,0,1621922400000,vm,20
638,85153,64,available,general,x86_64,97,93,0,0,0,0,0,1621922700000,vm,20
639,297,16,available,sql,x86_64,89,66,0,7,5,0,0,1612580880000,vm,9
639,297,16,available,sql,x86_64,80,74,0,9,3,0,0,1612581180000,vm,9
639,297,16,available,sql,x86_64,59,66,0,2,6,0,0,1612581480000,vm,9
639,297,16,available,sql,x86_64,3,65,0,5,4,0,0,1612581780000,vm,9
639,297,16,available,sql,x86_64,2,60,0,5,4,0,0,1612582080000,vm,9
640,85153,64,available,general,x86_64,94,62,0,0,0,0,0,1632406260000,vm,20
640,85153,64,available,general,x86_64,80,85,0,0,0,0,0,1632406560000,vm,20
640,85153,64,available,general,x86_64,88,98,0,0,0,0,0,1632406860000,vm,20
640,85153,64,available,general,x86_64,62,99,0,0,0,0,0,1632407160000,vm,20
640,85153,64,available,general,x86_64,64,99,0,0,0,0,0,1632407460000,vm,20
641,21487,64,available,sql,x86_64,67,78,0,1,129,0,0,1601398440000,vm,20
641,21487,64,available,sql,x86_64,5,77,0,1,22,0,0,1601398740000,vm,20
641,21487,64,available,sql,x86_64,46,69,0,2,27,0,12,1601399040000,vm,20
641,21487,64,available,sql,x86_64,80,91,0,21,1,0,2,1601399340000,vm,20
641,21487,64,available,sql,x86_64,70,91,0,8,80,0,0,1601399640000,vm,20
642,287,16,available,sql,x86_64,49,74,0,1,1,0,0,1598413980000,vm,29
642,287,16,available,sql,x86_64,57,77,0,1,0,0,0,1598414280000,vm,29
642,287,16,available,sql,x86_64,66,76,0,1,0,0,0,1598414580000,vm,29
642,287,16,available,sql,x86_64,61,75,0,1,0,0,0,1598414880000,vm,29
642,287,16,available,sql,x86_64,63,77,0,1,0,0,0,1598415180000,vm,29
643,297,16,available,sql,x86_64,10,70,0,8,4,0,0,1697258880000,vm,9
643,297,16,available,sql,x86_64,4,55,0,8,5,0,0,1697259180000,vm,9
643,297,16,available,sql,x86_64,52,70,0,6,4,0,1,1697259480000,vm,9
643,297,16,available,sql,x86_64,42,73,0,8,3,0,1,1697259780000,vm,9
643,297,16,available,sql,x86_64,41,72,0,9,3,0,0,1697260080000,vm,9
644,21487,64,available,sql,x86_64,1,11,0,4,1,0,0,1609066380000,vm,29
644,21487,64,available,sql,x86_64,1,11,0,0,0,0,0,1609066680000,vm,29
644,21487,64,available,sql,x86_64,29,18,0,2,34,0,0,1609066980000,vm,29
644,21487,64,available,sql,x86_64,55,37,0,1,5,0,0,1609067280000,vm,29
644,21487,64,available,sql,x86_64,7,33,42,43,163,0,0,1609067580000,vm,29
645,21487,64,available,sql,x86_64,11,44,0,1,6,0,0,1626597060000,vm,29
645,21487,64,available,sql,x86_64,2,45,0,0,2,0,0,1626597360000,vm,29
645,21487,64,available,sql,x86_64,1,45,0,6,1,0,0,1626597660000,vm,29
645,21487,64,available,sql,x86_64,1,45,0,6,1,0,0,1626597960000,vm,29
645,21487,64,available,sql,x86_64,1,44,0,1,6,0,0,1626598260000,vm,29
646,21487,64,available,sql,x86_64,0,41,0,0,0,0,0,1612876500000,vm,29
646,21487,64,available,sql,x86_64,1,40,0,0,0,0,0,1612876800000,vm,29
646,21487,64,available,sql,x86_64,1,40,0,0,0,0,0,1612877100000,vm,29
646,21487,64,available,sql,x86_64,1,40,0,0,0,0,0,1612877400000,vm,29
646,21487,64,available,sql,x86_64,2,40,0,0,0,0,0,1612877700000,vm,29
647,21487,64,available,sql,x86_64,1,10,0,0,0,0,0,1606579140000,vm,29
647,21487,64,available,sql,x86_64,1,10,0,0,0,0,0,1606579440000,vm,29
647,21487,64,available,sql,x86_64,33,28,0,19,88,0,0,1606579740000,vm,29
647,21487,64,available,sql,x86_64,31,45,0,39,103,0,0,1606580040000,vm,29
647,21487,64,available,sql,x86_64,13,48,0,30,106,0,0,1606580340000,vm,29
648,85153,64,available,general,x86_64,16,27,0,0,0,0,0,1607989200000,vm,20
648,85153,64,available,general,x86_64,96,61,0,0,0,0,0,1607989500000,vm,20
648,85153,64,available,general,x86_64,78,82,0,0,0,0,0,1607989800000,vm,20
648,85153,64,available,general,x86_64,17,34,0,1,3,0,0,1607990100000,vm,20
648,85153,64,available,general,x86_64,19,29,0,0,0,0,0,1607990400000,vm,20
649,297,16,available,sql,x86_64,28,60,0,3,7,0,0,1627064520000,vm,9
649,297,16,available,sql,x86_64,44,60,0,5,3,0,0,1627064820000,vm,9
649,297,16,available,sql,x86_64,2,61,0,7,1,0,0,1627065120000,vm,9
649,297,16,available,sql,x86_64,2,54,0,5,3,0,0,1627065420000,vm,9
649,297,16,available,sql,x86_64,2,45,0,3,4,0,1,1627065720000,vm,9
650,21487,64,available,sql,x86_64,70,56,0,6,15,0,0,1623898740000,vm,29
650,21487,64,available,sql,x86_64,19,54,0,3,7,0,2,1623899040000,vm,29
650,21487,64,available,sql,x86_64,69,54,0,12,9,0,0,1623899340000,vm,29
650,21487,64,available,sql,x86_64,96,61,0,10,7,0,0,1623899640000,vm,29
650,21487,64,available,sql,x86_64,96,66,0,3,7,0,0,1623899940000,vm,29
651,291,1024,available,sql,x86_64,74,16,0,4,10,0,1,1599424440000,vm,26
651,291,1024,available,sql,x86_64,91,17,0,5,0,0,0,1599424740000,vm,26
651,291,1024,available,sql,x86_64,91,17,0,5,0,0,0,1599425040000,vm,26
651,291,1024,available,sql,x86_64,82,17,0,5,4,0,0,1599425340000,vm,26
651,291,1024,available,sql,x86_64,91,17,0,4,5,0,0,1599425640000,vm,26
652,297,16,available,sql,x86_64,34,70,0,10,1,0,0,1645374120000,vm,9
652,297,16,available,sql,x86_64,53,67,0,3,4,0,0,1645374420000,vm,9
652,297,16,available,sql,x86_64,2,62,0,6,2,0,1,1645374720000,vm,9
652,297,16,available,sql,x86_64,3,53,0,7,0,0,0,1645375020000,vm,9
652,297,16,available,sql,x86_64,2,46,0,1,4,0,0,1645375320000,vm,9
653,4,16,available,general,x86_64,2,73,0,0,0,0,0,1597262460000,vm,20
653,4,16,available,general,x86_64,2,73,0,0,0,0,0,1597262760000,vm,20
653,4,16,available,general,x86_64,2,73,0,0,0,0,0,1597263060000,vm,20
653,4,16,available,general,x86_64,5,73,0,0,0,0,0,1597263360000,vm,20
653,4,16,available,general,x86_64,3,73,0,0,0,0,0,1597263660000,vm,20
654,26,1024,available,sql,x86_64,0,23,0,0,0,0,0,1594781460000,vm,20
654,26,1024,available,sql,x86_64,0,23,0,0,0,0,0,1594781760000,vm,20
654,26,1024,available,sql,x86_64,0,23,0,0,0,0,0,1594782060000,vm,20
654,26,1024,available,sql,x86_64,0,23,0,0,0,0,0,1594782360000,vm,20
654,26,1024,available,sql,x86_64,0,23,0,0,0,0,0,1594782660000,vm,20
655,297,16,available,sql,x86_64,3,36,0,6,1,0,2,1655653560000,vm,9
655,297,16,available,sql,x86_64,2,37,0,6,1,0,1,1655653860000,vm,9
655,297,16,available,sql,x86_64,13,35,0,8,0,0,0,1655654160000,vm,9
655,297,16,available,sql,x86_64,54,49,0,8,254,0,17,1655654460000,vm,9
655,297,16,available,sql,x86_64,87,68,0,7,1,0,2,1655654760000,vm,9
656,297,16,available,sql,x86_64,2,50,0,5,3,0,1,1692601080000,vm,9
656,297,16,available,sql,x86_64,37,61,0,8,2,0,1,1692601380000,vm,9
656,297,16,available,sql,x86_64,85,76,0,9,1,0,1,1692601680000,vm,9
656,297,16,available,sql,x86_64,26,69,0,6,3,0,2,1692601980000,vm,9
656,297,16,available,sql,x86_64,2,65,0,10,5,0,0,1692602280000,vm,9
657,81221,16,available,general,x86_64,4,39,1,1,21,0,0,1598343000000,vm,19
657,81221,16,available,general,x86_64,7,39,1,12,14,0,0,1598343300000,vm,19
657,81221,16,available,general,x86_64,2,40,1,1,13,1,0,1598343600000,vm,19
657,81221,16,available,general,x86_64,6,41,1,1,4,1,0,1598343900000,vm,19
657,81221,16,available,general,x86_64,6,40,2,1,3,0,3,1598344200000,vm,19
658,297,16,available,sql,x86_64,18,59,0,7,1,0,1,1680262140000,vm,9
658,297,16,available,sql,x86_64,10,57,0,6,2,0,1,1680262440000,vm,9
658,297,16,available,sql,x86_64,4,44,0,6,2,0,1,1680262740000,vm,9
658,297,16,available,sql,x86_64,2,42,0,7,2,0,0,1680263040000,vm,9
658,297,16,available,sql,x86_64,2,42,0,7,2,0,0,1680263340000,vm,9
659,21487,64,available,sql,x86_64,58,61,0,1,1,0,0,1629516840000,vm,29
659,21487,64,available,sql,x86_64,56,57,0,6,1,0,2,1629517140000,vm,29
659,21487,64,available,sql,x86_64,1,56,0,0,0,0,0,1629517440000,vm,29
659,21487,64,available,sql,x86_64,2,51,0,0,0,0,0,1629517740000,vm,29
659,21487,64,available,sql,x86_64,2,46,0,0,0,0,0,1629518040000,vm,29
660,297,16,available,sql,x86_64,2,58,0,2,3,0,0,1611928800000,vm,9
660,297,16,available,sql,x86_64,68,71,0,6,1,0,0,1611929100000,vm,9
660,297,16,available,sql,x86_64,84,80,0,5,4,0,0,1611929400000,vm,9
660,297,16,available,sql,x86_64,61,81,0,6,3,0,0,1611929700000,vm,9
660,297,16,available,sql,x86_64,8,80,0,3,6,0,0,1611930000000,vm,9
661,3,16,available,sql,x86_64,3,93,0,0,0,0,0,1598207460000,vm,20
661,3,16,available,sql,x86_64,2,93,0,0,0,0,0,1598207760000,vm,20
661,3,16,available,sql,x86_64,3,93,0,0,0,0,0,1598208060000,vm,20
661,3,16,available,sql,x86_64,4,93,0,0,0,0,0,1598208360000,vm,20
661,3,16,available,sql,x86_64,3,93,0,0,0,0,0,1598208660000,vm,20
662,85153,64,available,general,x86_64,16,17,0,1,3,0,1,1622664960000,vm,20
662,85153,64,available,general,x86_64,27,25,1,1,2,0,2,1622665260000,vm,20
662,85153,64,available,general,x86_64,6,18,0,1,1,0,1,1622665560000,vm,20
662,85153,64,available,general,x86_64,5,26,0,0,0,0,0,1622665860000,vm,20
662,85153,64,available,general,x86_64,8,27,0,13,1,0,0,1622666160000,vm,20
663,21487,64,available,sql,x86_64,0,37,0,0,0,0,0,1633536480000,vm,29
663,21487,64,available,sql,x86_64,1,37,0,9,59,0,0,1633536780000,vm,29
663,21487,64,available,sql,x86_64,3,37,0,6,45,0,0,1633537080000,vm,29
663,21487,64,available,sql,x86_64,3,37,0,17,43,0,0,1633537380000,vm,29
663,21487,64,available,sql,x86_64,4,36,0,7,133,0,1,1633537680000,vm,29
664,85153,64,available,general,x86_64,44,72,0,0,0,0,0,1616132940000,vm,20
664,85153,64,available,general,x86_64,92,85,0,0,0,0,0,1616133240000,vm,20
664,85153,64,available,general,x86_64,91,91,0,0,0,0,0,1616133540000,vm,20
664,85153,64,available,general,x86_64,97,97,0,0,0,0,0,1616133840000,vm,20
664,85153,64,available,general,x86_64,82,98,0,0,0,0,0,1616134140000,vm,20
665,297,16,available,sql,x86_64,94,73,0,4,10,0,0,1624443180000,vm,9
665,297,16,available,sql,x86_64,91,73,0,8,2,0,0,1624443480000,vm,9
665,297,16,available,sql,x86_64,97,62,0,11,0,0,0,1624443780000,vm,9
665,297,16,available,sql,x86_64,94,59,0,11,1,0,0,1624444080000,vm,9
665,297,16,available,sql,x86_64,97,60,0,5,7,0,0,1624444380000,vm,9
666,27,512,available,sql,x86_64,81,60,0,1,0,0,0,1595875740000,vm,20
666,27,512,available,sql,x86_64,84,93,0,1,4,0,0,1595876040000,vm,20
666,27,512,available,sql,x86_64,85,99,0,1,1,0,0,1595876340000,vm,20
666,27,512,available,sql,x86_64,77,99,0,1,1,0,0,1595876640000,vm,20
666,27,512,available,sql,x86_64,70,99,0,1,0,0,0,1595876940000,vm,20
667,297,16,available,sql,x86_64,9,65,0,7,1,0,0,1690871520000,vm,9
667,297,16,available,sql,x86_64,2,66,0,5,3,0,0,1690871820000,vm,9
667,297,16,available,sql,x86_64,7,53,0,7,0,0,0,1690872120000,vm,9
667,297,16,available,sql,x86_64,2,50,0,3,1,0,1,1690872420000,vm,9
667,297,16,available,sql,x86_64,7,51,0,5,0,0,2,1690872720000,vm,9
668,297,16,available,sql,x86_64,2,48,0,9,0,0,0,1649750220000,vm,9
668,297,16,available,sql,x86_64,32,47,0,6,4,0,1,1649750520000,vm,9
668,297,16,available,sql,x86_64,82,70,0,7,3,0,0,1649750820000,vm,9
668,297,16,available,sql,x86_64,65,71,0,7,2,0,4,1649751120000,vm,9
668,297,16,available,sql,x86_64,37,70,0,8,3,0,0,1649751420000,vm,9
669,21487,64,available,sql,x86_64,1,36,0,0,0,0,0,1612679640000,vm,29
669,21487,64,available,sql,x86_64,3,35,0,3,4,0,1,1612679940000,vm,29
669,21487,64,available,sql,x86_64,3,36,0,0,0,0,0,1612680240000,vm,29
669,21487,64,available,sql,x86_64,0,36,0,0,0,0,0,1612680540000,vm,29
669,21487,64,available,sql,x86_64,1,36,0,0,0,0,0,1612680840000,vm,29
670,297,16,available,sql,x86_64,41,63,0,4,6,0,0,1648736400000,vm,9
670,297,16,available,sql,x86_64,77,63,0,6,1,0,2,1648736700000,vm,9
670,297,16,available,sql,x86_64,1,63,0,7,2,0,0,1648737000000,vm,9
670,297,16,available,sql,x86_64,5,60,0,6,5,0,0,1648737300000,vm,9
670,297,16,available,sql,x86_64,2,50,0,6,2,0,1,1648737600000,vm,9
671,85153,64,available,general,x86_64,17,91,0,0,0,0,0,1606707480000,vm,20
671,85153,64,available,general,x86_64,80,98,0,0,0,0,0,1606707780000,vm,20
671,85153,64,available,general,x86_64,84,97,0,7,1,0,0,1606708080000,vm,20
671,85153,64,available,general,x86_64,4,26,0,0,0,0,0,1606708380000,vm,20
671,85153,64,available,general,x86_64,9,26,0,0,0,0,0,1606708680000,vm,20
672,291,1024,available,sql,x86_64,0,3,0,0,0,0,0,1599409140000,vm,26
672,291,1024,available,sql,x86_64,0,3,0,0,0,0,0,1599409440000,vm,26
672,291,1024,available,sql,x86_64,0,3,0,0,0,0,0,1599409740000,vm,26
672,291,1024,available,sql,x86_64,1,6,0,0,12,0,0,1599410040000,vm,26
672,291,1024,available,sql,x86_64,0,7,0,0,0,0,0,1599410340000,vm,26
673,297,16,available,sql,x86_64,1,33,0,6,2,0,0,1668170880000,vm,9
673,297,16,available,sql,x86_64,2,33,0,5,3,0,0,1668171180000,vm,9
673,297,16,available,sql,x86_64,1,33,0,5,3,0,0,1668171480000,vm,9
673,297,16,available,sql,x86_64,68,55,0,6,4,0,0,1668171780000,vm,9
673,297,16,available,sql,x86_64,72,71,0,5,4,0,0,1668172080000,vm,9
674,2,16,available,sql,x86_64,1,53,0,0,0,0,0,1599994620000,vm,26
674,2,16,available,sql,x86_64,3,53,0,0,0,0,0,1599994920000,vm,26
674,2,16,available,sql,x86_64,4,53,0,0,0,0,0,1599995220000,vm,26
674,2,16,available,sql,x86_64,4,53,0,0,0,0,0,1599995520000,vm,26
674,2,16,available,sql,x86_64,2,53,0,0,0,0,0,1599995820000,vm,26
675,85101,64,available,sql,x86_64,4,63,200,1,28,0,9,1599066300000,vm,26
675,85101,64,available,sql,x86_64,4,63,200,13,18,0,2,1599066600000,vm,26
675,85101,64,available,sql,x86_64,2,66,12,48,8,0,1,1599066900000,vm,26
675,85101,64,available,sql,x86_64,2,67,0,0,0,0,0,1599067200000,vm,26
675,85101,64,available,sql,x86_64,2,66,0,0,0,0,0,1599067500000,vm,26
676,297,16,available,sql,x86_64,31,72,0,5,2,0,2,1644024600000,vm,9
676,297,16,available,sql,x86_64,2,72,0,7,1,0,0,1644024900000,vm,9
676,297,16,available,sql,x86_64,2,55,0,6,0,0,2,1644025200000,vm,9
676,297,16,available,sql,x86_64,2,56,0,4,3,0,1,1644025500000,vm,9
676,297,16,available,sql,x86_64,2,56,0,5,2,0,0,1644025800000,vm,9
677,297,16,available,sql,x86_64,16,48,0,8,1,0,2,1697835840000,vm,9
677,297,16,available,sql,x86_64,50,65,0,9,1,0,0,1697836140000,vm,9
677,297,16,available,sql,x86_64,2,61,0,5,2,0,1,1697836440000,vm,9
677,297,16,available,sql,x86_64,26,55,0,6,2,0,1,1697836740000,vm,9
677,297,16,available,sql,x86_64,2,51,0,8,0,0,1,1697837040000,vm,9
678,297,16,available,sql,x86_64,68,54,0,7,4,0,0,1653480360000,vm,9
678,297,16,available,sql,x86_64,71,71,0,9,3,0,0,1653480660000,vm,9
678,297,16,available,sql,x86_64,60,70,0,7,4,0,0,1653480960000,vm,9
678,297,16,available,sql,x86_64,51,69,0,8,4,0,0,1653481260000,vm,9
678,297,16,available,sql,x86_64,29,67,0,6,4,0,0,1653481560000,vm,9
679,3,16,available,sql,x86_64,4,94,0,0,0,0,0,1599501420000,vm,20
679,3,16,available,sql,x86_64,3,94,0,0,0,0,0,1599501720000,vm,20
679,3,16,available,sql,x86_64,9,94,0,0,0,0,0,1599502020000,vm,20
679,3,16,available,sql,x86_64,2,94,0,0,0,0,0,1599502320000,vm,20
679,3,16,available,sql,x86_64,2,93,0,0,0,0,0,1599502620000,vm,20
680,297,16,available,sql,x86_64,51,62,0,5,4,0,0,1632867180000,vm,9
680,297,16,available,sql,x86_64,1,59,0,6,0,0,0,1632867480000,vm,9
680,297,16,available,sql,x86_64,51,59,0,8,1,0,0,1632867780000,vm,9
680,297,16,available,sql,x86_64,7,58,0,6,2,0,0,1632868080000,vm,9
680,297,16,available,sql,x86_64,4,44,0,5,3,0,0,1632868380000,vm,9
681,297,16,available,sql,x86_64,2,69,0,5,3,0,0,1609392300000,vm,9
681,297,16,available,sql,x86_64,2,62,0,2,5,0,0,1609392600000,vm,9
681,297,16,available,sql,x86_64,1,61,0,3,4,0,0,1609392900000,vm,9
681,297,16,available,sql,x86_64,37,64,0,5,3,1,0,1609393200000,vm,9
681,297,16,available,sql,x86_64,2,67,0,2,5,0,0,1609393500000,vm,9
682,281,64,available,general,x86_64,2,9,0,0,0,0,0,1600433460000,vm,29
682,281,64,available,general,x86_64,2,9,0,0,0,0,0,1600433760000,vm,29
682,281,64,available,general,x86_64,4,9,0,0,0,0,0,1600434060000,vm,29
682,281,64,available,general,x86_64,2,9,0,0,0,0,0,1600434360000,vm,29
682,281,64,available,general,x86_64,2,9,0,0,0,0,0,1600434660000,vm,29
683,297,16,available,sql,x86_64,14,60,0,6,2,0,0,1638310620000,vm,9
683,297,16,available,sql,x86_64,45,48,0,4,5,0,0,1638310920000,vm,9
683,297,16,available,sql,x86_64,17,60,0,4,4,0,0,1638311220000,vm,9
683,297,16,available,sql,x86_64,2,59,0,3,5,0,0,1638311520000,vm,9
683,297,16,available,sql,x86_64,2,55,0,7,0,0,0,1638311820000,vm,9
684,297,16,available,sql,x86_64,63,85,0,3,5,0,0,1607033520000,vm,8
684,297,16,available,sql,x86_64,2,78,0,3,4,0,0,1607033820000,vm,8
684,297,16,available,sql,x86_64,3,74,0,4,4,0,0,1607034120000,vm,8
684,297,16,available,sql,x86_64,2,70,0,2,5,0,0,1607034420000,vm,8
684,297,16,available,sql,x86_64,2,67,0,2,5,0,0,1607034720000,vm,8
685,21487,64,available,sql,x86_64,17,95,25,43,91,0,0,1615251600000,vm,29
685,21487,64,available,sql,x86_64,14,76,6,39,80,8,0,1615251900000,vm,29
685,21487,64,available,sql,x86_64,2,71,4,41,77,0,0,1615252200000,vm,29
685,21487,64,available,sql,x86_64,21,76,0,38,100,0,0,1615252500000,vm,29
685,21487,64,available,sql,x86_64,18,79,0,44,85,0,0,1615252800000,vm,29
686,21487,64,available,sql,x86_64,6,45,0,7,147,0,1,1636262280000,vm,29
686,21487,64,available,sql,x86_64,14,43,0,3,138,0,3,1636262580000,vm,29
686,21487,64,available,sql,x86_64,4,42,0,9,31,0,0,1636262880000,vm,29
686,21487,64,available,sql,x86_64,1,42,0,18,42,0,1,1636263180000,vm,29
686,21487,64,available,sql,x86_64,56,51,0,15,92,0,2,1636263480000,vm,29
687,21487,64,available,sql,x86_64,0,39,0,7,1,0,0,1630590660000,vm,29
687,21487,64,available,sql,x86_64,1,39,0,0,0,0,0,1630590960000,vm,29
687,21487,64,available,sql,x86_64,9,40,0,4,17,0,0,1630591260000,vm,29
687,21487,64,available,sql,x86_64,30,45,0,16,83,0,1,1630591560000,vm,29
687,21487,64,available,sql,x86_64,15,46,0,9,126,0,0,1630591860000,vm,29
688,26,1024,available,sql,x86_64,85,59,1,11,4,0,0,1595980380000,vm,20
688,26,1024,available,sql,x86_64,85,59,1,11,5,0,0,1595980680000,vm,20
688,26,1024,available,sql,x86_64,91,59,1,11,3,0,0,1595980980000,vm,20
688,26,1024,available,sql,x86_64,91,59,1,11,3,0,0,1595981280000,vm,20
688,26,1024,available,sql,x86_64,90,60,1,11,2,0,0,1595981580000,vm,20
689,85153,64,available,general,x86_64,82,99,0,0,0,0,0,1604568900000,vm,20
689,85153,64,available,general,x86_64,86,95,0,2,1,0,0,1604569200000,vm,20
689,85153,64,available,general,x86_64,9,27,0,1,3,0,2,1604569500000,vm,20
689,85153,64,available,general,x86_64,15,29,0,0,0,0,0,1604569800000,vm,20
689,85153,64,available,general,x86_64,9,32,0,0,0,0,0,1604570100000,vm,20
690,297,16,available,sql,x86_64,59,68,0,5,3,0,0,1686694260000,vm,9
690,297,16,available,sql,x86_64,7,61,0,4,1,0,2,1686694560000,vm,9
690,297,16,available,sql,x86_64,33,61,0,5,2,0,0,1686694860000,vm,9
690,297,16,available,sql,x86_64,2,60,0,1,3,0,3,1686695160000,vm,9
690,297,16,available,sql,x86_64,2,54,0,4,0,0,2,1686695460000,vm,9
691,21487,64,available,sql,x86_64,24,89,0,6,130,0,0,1601578560000,vm,20
691,21487,64,available,sql,x86_64,3,84,0,12,98,0,0,1601578860000,vm,20
691,21487,64,available,sql,x86_64,5,60,0,4,109,0,0,1601579160000,vm,20
691,21487,64,available,sql,x86_64,19,61,0,15,73,0,0,1601579460000,vm,20
691,21487,64,available,sql,x86_64,53,72,0,21,112,0,0,1601579760000,vm,20
692,297,16,available,sql,x86_64,2,57,0,6,3,0,0,1683862620000,vm,9
692,297,16,available,sql,x86_64,1,53,0,5,3,0,1,1683862920000,vm,9
692,297,16,available,sql,x86_64,2,47,0,9,0,0,0,1683863220000,vm,9
692,297,16,available,sql,x86_64,5,45,0,8,0,0,2,1683863520000,vm,9
692,297,16,available,sql,x86_64,53,58,0,7,1,0,2,1683863820000,vm,9
693,21487,64,available,sql,x86_64,3,47,0,3,31,0,3,1638260880000,vm,29
693,21487,64,available,sql,x86_64,4,47,0,1,10,0,0,1638261180000,vm,29
693,21487,64,available,sql,x86_64,1,46,0,1,23,0,2,1638261480000,vm,29
693,21487,64,available,sql,x86_64,3,47,0,6,6,0,2,1638261780000,vm,29
693,21487,64,available,sql,x86_64,5,48,0,6,4,0,1,1638262080000,vm,29
694,21487,64,available,sql,x86_64,1,27,0,0,0,0,0,1636379460000,vm,29
694,21487,64,available,sql,x86_64,0,27,0,0,0,0,0,1636379760000,vm,29
694,21487,64,available,sql,x86_64,16,29,0,6,17,0,1,1636380060000,vm,29
694,21487,64,available,sql,x86_64,18,38,0,3,99,0,0,1636380360000,vm,29
694,21487,64,available,sql,x86_64,5,38,0,12,138,0,1,1636380660000,vm,29
695,297,16,available,sql,x86_64,95,94,0,5,6,0,1,1649569680000,vm,9
695,297,16,available,sql,x86_64,74,92,0,5,4,0,0,1649569980000,vm,9
695,297,16,available,sql,x86_64,46,76,0,8,6,0,0,1649570280000,vm,9
695,297,16,available,sql,x86_64,89,85,0,8,5,0,0,1649570580000,vm,9
695,297,16,available,sql,x86_64,80,92,0,8,4,0,0,1649570880000,vm,9
696,291,1024,available,sql,x86_64,0,21,0,0,0,0,0,1600397940000,vm,29
696,291,1024,available,sql,x86_64,0,21,0,0,0,0,0,1600398240000,vm,29
696,291,1024,available,sql,x86_64,0,21,0,0,0,0,0,1600398540000,vm,29
696,291,1024,available,sql,x86_64,0,21,0,0,0,0,0,1600398840000,vm,29
696,291,1024,available,sql,x86_64,0,21,0,0,0,0,0,1600399140000,vm,29
697,85153,64,available,general,x86_64,7,64,0,0,0,0,0,1598509920000,vm,20
697,85153,64,available,general,x86_64,7,68,0,0,0,0,0,1598510220000,vm,20
697,85153,64,available,general,x86_64,7,70,0,0,0,0,0,1598510520000,vm,20
697,85153,64,available,general,x86_64,6,72,0,0,0,0,0,1598510820000,vm,20
697,85153,64,available,general,x86_64,1,72,0,0,0,0,0,1598511120000,vm,20
698,21487,64,available,sql,x86_64,4,40,0,1,82,1,0,1629649800000,vm,29
698,21487,64,available,sql,x86_64,4,42,0,1,156,0,1,1629650100000,vm,29
698,21487,64,available,sql,x86_64,19,45,0,27,90,0,1,1629650400000,vm,29
698,21487,64,available,sql,x86_64,52,55,0,4,98,0,0,1629650700000,vm,29
698,21487,64,available,sql,x86_64,18,51,0,1,22,0,0,1629651000000,vm,29
699,21487,64,available,sql,x86_64,96,49,0,1,1,0,0,1627210380000,vm,29
699,21487,64,available,sql,x86_64,99,59,0,1,3,0,0,1627210680000,vm,29
699,21487,64,available,sql,x86_64,53,60,0,5,2,1,0,1627210980000,vm,29
699,21487,64,available,sql,x86_64,19,61,0,2,452,0,2,1627211280000,vm,29
699,21487,64,available,sql,x86_64,3,64,0,9,416,0,0,1627211580000,vm,29
700,81221,16,available,general,x86_64,2,19,2,22,26,6,0,1599696600000,vm,26
700,81221,16,available,general,x86_64,3,19,2,42,23,3,0,1599696900000,vm,26
700,81221,16,available,general,x86_64,2,19,2,3,42,12,1,1599697200000,vm,26
700,81221,16,available,general,x86_64,2,19,2,14,10,0,1,1599697500000,vm,26
700,81221,16,available,general,x86_64,2,19,2,11,11,0,0,1599697800000,vm,26
701,21487,64,available,sql,x86_64,6,48,0,4,2,0,0,1596609360000,vm,20
701,21487,64,available,sql,x86_64,7,48,0,4,16,0,0,1596609660000,vm,20
701,21487,64,available,sql,x86_64,4,47,0,3,17,0,0,1596609960000,vm,20
701,21487,64,available,sql,x86_64,5,47,0,0,4,0,2,1596610260000,vm,20
701,21487,64,available,sql,x86_64,5,47,0,2,17,1,0,1596610560000,vm,20
702,85153,64,available,general,x86_64,99,78,0,0,0,0,0,1614321540000,vm,20
702,85153,64,available,general,x86_64,64,87,0,0,0,0,0,1614321840000,vm,20
702,85153,64,available,general,x86_64,45,56,0,1,1,0,1,1614322140000,vm,20
702,85153,64,available,general,x86_64,59,46,0,0,0,0,0,1614322440000,vm,20
702,85153,64,available,general,x86_64,67,65,0,0,0,0,0,1614322740000,vm,20
703,297,16,available,sql,x86_64,51,73,0,3,6,0,0,1602954780000,vm,9
703,297,16,available,sql,x86_64,14,67,0,4,2,0,0,1602955080000,vm,9
