time,CPU_AVG_USAGE,MEM_AVG_USAGE,CPU_TOTAL_USAGE,MEM_TOTAL_USAGE,POD_COUNT,expected_CPU_AVG_USAGE,expected_MEM_AVG_USAGE
2024-02-21 09:49:24,67.95,62.61,135.9,125.23,2.0,60.0,70.0
2024-02-21 09:50:24,50.96,49.85,152.88,149.56,3.0,60.0,70.0
2024-02-21 09:51:24,48.78,52.41,146.35,157.22,3.0,60.0,70.0
2024-02-21 09:52:24,50.9,58.78,152.71,176.33,3.0,60.0,70.0
2024-02-21 09:53:24,54.45,58.9,163.36,176.7,3.0,60.0,70.0
2024-02-21 09:54:24,53.61,58.97,160.84,176.9,3.0,60.0,70.0
2024-02-21 09:55:24,57.31,58.99,171.92,176.98,3.0,60.0,70.0
2024-02-21 09:56:24,57.86,59.02,173.59,177.07,3.0,60.0,70.0
2024-02-21 09:57:24,61.55,59.05,184.66,177.16,3.0,60.0,70.0
2024-02-21 09:58:24,62.1,59.05,186.29,177.16,3.0,60.0,70.0
2024-02-21 09:59:24,66.42,59.92,199.26,179.77,3.0,60.0,70.0
2024-02-21 10:00:24,67.08,61.03,201.23,183.09,3.0,60.0,70.0
2024-02-21 10:01:24,68.06,56.05,204.19,168.15,3.0,60.0,70.0
2024-02-21 10:02:24,53.18,52.49,212.72,209.94,4.0,60.0,70.0
2024-02-21 10:03:24,52.67,55.63,210.7,222.53,4.0,60.0,70.0
2024-02-21 10:04:24,48.0,55.67,191.99,222.7,4.0,60.0,70.0
2024-02-21 10:05:24,48.36,55.68,193.45,222.73,4.0,60.0,70.0
2024-02-21 10:06:24,45.36,56.0,181.43,224.01,4.0,60.0,70.0
2024-02-21 10:07:24,45.39,56.0,181.57,224.01,4.0,60.0,70.0
2024-02-21 10:08:24,43.13,56.01,172.52,224.02,4.0,60.0,70.0
2024-02-21 10:09:24,41.64,56.01,166.54,224.02,4.0,60.0,70.0
2024-02-21 10:10:24,40.09,56.01,160.37,224.03,4.0,60.0,70.0
2024-02-21 10:11:24,36.82,56.19,147.29,224.75,4.0,60.0,70.0
2024-02-21 10:12:24,37.15,56.68,148.6,226.7,4.0,60.0,70.0
2024-02-21 10:13:24,35.55,56.82,142.21,227.28,4.0,60.0,70.0
2024-02-21 10:14:24,33.62,56.82,134.5,227.29,4.0,60.0,70.0
2024-02-21 10:15:24,31.48,57.21,125.94,228.83,4.0,60.0,70.0
2024-02-21 10:16:24,30.6,57.21,122.4,228.84,4.0,60.0,70.0
2024-02-21 10:17:24,28.14,57.22,112.58,228.87,4.0,60.0,70.0
2024-02-21 10:18:24,25.18,57.22,100.73,228.87,4.0,60.0,70.0
2024-02-21 10:19:24,24.48,57.22,97.93,228.89,4.0,60.0,70.0
2024-02-21 10:20:24,22.25,55.38,88.99,221.53,4.0,60.0,70.0
2024-02-21 10:21:24,20.3,55.38,81.21,221.54,4.0,60.0,70.0
2024-02-21 10:22:24,18.96,52.57,75.83,210.28,4.0,60.0,70.0
2024-02-21 10:23:24,17.32,52.57,69.27,210.28,4.0,60.0,70.0
2024-02-21 10:24:24,18.47,54.31,55.41,162.93,3.0,60.0,70.0
2024-02-21 10:25:24,17.78,54.31,53.34,162.94,3.0,60.0,70.0
2024-02-21 10:26:24,14.43,54.31,43.28,162.94,3.0,60.0,70.0
2024-02-21 10:27:24,12.43,54.31,37.28,162.94,3.0,60.0,70.0
2024-02-21 10:28:24,9.38,51.5,28.13,154.5,3.0,60.0,70.0
2024-02-21 10:29:24,7.0,49.25,20.99,147.75,3.0,60.0,70.0
2024-02-21 10:30:24,5.07,55.3,10.14,110.6,2.0,60.0,70.0
2024-02-21 10:31:24,1.58,55.3,3.16,110.6,2.0,60.0,70.0
2024-02-21 10:32:24,3.63,49.18,7.27,98.35,2.0,60.0,70.0
2024-02-21 10:33:24,7.18,49.18,14.36,98.35,2.0,60.0,70.0
2024-02-21 10:34:24,11.57,49.18,23.13,98.35,2.0,60.0,70.0
2024-02-21 10:35:24,16.35,54.13,32.7,108.27,2.0,60.0,70.0
2024-02-21 10:36:24,18.91,56.18,37.82,112.36,2.0,60.0,70.0
2024-02-21 10:37:24,24.74,62.77,49.49,125.55,2.0,60.0,70.0
2024-02-21 10:38:24,26.15,65.17,52.31,130.34,2.0,60.0,70.0
2024-02-21 10:39:24,30.22,65.2,60.44,130.39,2.0,60.0,70.0
2024-02-21 10:40:24,34.2,69.5,68.41,138.99,2.0,60.0,70.0
2024-02-21 10:41:24,37.24,69.91,74.48,139.81,2.0,60.0,70.0
2024-02-21 10:42:24,40.95,72.54,81.89,145.09,2.0,60.0,70.0
2024-02-21 10:43:24,45.05,72.61,90.11,145.22,2.0,60.0,70.0
2024-02-21 10:44:24,46.66,72.61,93.33,145.22,2.0,60.0,70.0
2024-02-21 10:45:24,51.89,72.84,103.77,145.68,2.0,60.0,70.0
2024-02-21 10:46:24,54.43,72.84,108.86,145.68,2.0,60.0,70.0
2024-02-21 10:47:24,57.46,73.16,114.92,146.32,2.0,60.0,70.0
2024-02-21 10:48:24,60.3,73.16,120.59,146.32,2.0,60.0,70.0
2024-02-21 10:49:24,61.96,73.4,123.93,146.8,2.0,60.0,70.0
2024-02-21 10:50:24,66.19,73.4,132.37,146.8,2.0,60.0,70.0
2024-02-21 10:51:24,53.88,63.31,161.63,189.93,3.0,60.0,70.0
2024-02-21 10:52:24,49.74,70.96,149.21,212.89,3.0,60.0,70.0
2024-02-21 10:53:24,53.02,72.95,159.05,218.85,3.0,60.0,70.0
2024-02-21 10:54:24,53.45,73.0,160.34,219.01,3.0,60.0,70.0
2024-02-21 10:55:24,57.51,73.35,172.52,220.06,3.0,60.0,70.0
2024-02-21 10:56:24,58.66,73.56,175.98,220.67,3.0,60.0,70.0
2024-02-21 10:57:24,62.82,73.57,188.46,220.7,3.0,60.0,70.0
2024-02-21 10:58:24,62.12,73.57,186.36,220.7,3.0,60.0,70.0
2024-02-21 10:59:24,65.21,72.54,195.63,217.63,3.0,60.0,70.0
2024-02-21 11:00:24,65.48,60.06,261.93,240.22,4.0,60.0,70.0
2024-02-21 11:01:24,52.76,63.53,211.05,254.13,4.0,60.0,70.0
2024-02-21 11:02:24,51.64,62.18,206.55,248.7,4.0,60.0,70.0
2024-02-21 11:03:24,51.99,56.57,207.96,226.29,4.0,60.0,70.0
2024-02-21 11:04:24,49.78,56.44,199.14,225.77,4.0,60.0,70.0
2024-02-21 11:05:24,47.61,56.46,190.44,225.82,4.0,60.0,70.0
2024-02-21 11:06:24,46.78,56.57,187.12,226.29,4.0,60.0,70.0
2024-02-21 11:07:24,45.12,56.57,180.47,226.29,4.0,60.0,70.0
2024-02-21 11:08:24,43.84,56.59,175.38,226.37,4.0,60.0,70.0
2024-02-21 11:09:24,40.73,56.22,162.93,224.87,4.0,60.0,70.0
2024-02-21 11:10:24,38.9,56.22,155.61,224.87,4.0,60.0,70.0
2024-02-21 11:11:24,37.61,56.22,150.44,224.88,4.0,60.0,70.0
2024-02-21 11:12:24,36.77,56.22,147.08,224.88,4.0,60.0,70.0
2024-02-21 11:13:24,36.52,56.22,146.09,224.88,4.0,60.0,70.0
2024-02-21 11:14:24,33.58,56.22,134.33,224.88,4.0,60.0,70.0
2024-02-21 11:15:24,32.54,56.22,130.17,224.88,4.0,60.0,70.0
2024-02-21 11:16:24,30.54,56.22,122.15,224.89,4.0,60.0,70.0
2024-02-21 11:17:24,29.78,56.35,119.13,225.42,4.0,60.0,70.0
2024-02-21 11:18:24,27.0,57.45,108.0,229.79,4.0,60.0,70.0
2024-02-21 11:19:24,25.34,57.47,101.34,229.87,4.0,60.0,70.0
2024-02-21 11:20:24,24.22,57.74,96.89,230.97,4.0,60.0,70.0
2024-02-21 11:21:24,21.26,57.74,85.06,230.98,4.0,60.0,70.0
2024-02-21 11:22:24,19.39,56.96,77.55,227.83,4.0,60.0,70.0
2024-02-21 11:23:24,17.94,55.08,71.76,220.32,4.0,60.0,70.0
2024-02-21 11:24:24,16.2,54.23,64.78,216.94,4.0,60.0,70.0
2024-02-21 11:25:24,15.27,56.29,45.82,168.87,3.0,60.0,70.0
2024-02-21 11:26:24,15.5,55.21,46.5,165.62,3.0,60.0,70.0
2024-02-21 11:27:24,13.82,54.06,41.47,162.19,3.0,60.0,70.0
2024-02-21 11:28:24,11.12,53.35,33.35,160.06,3.0,60.0,70.0
2024-02-21 11:29:24,8.07,50.09,24.2,150.27,3.0,60.0,70.0
2024-02-21 11:30:24,4.59,47.76,13.78,143.29,3.0,60.0,70.0
2024-02-21 11:31:24,3.21,49.94,6.42,99.88,2.0,60.0,70.0
2024-02-21 11:32:24,0.69,46.53,1.38,93.07,2.0,60.0,70.0
2024-02-21 11:33:24,5.07,44.36,10.15,88.72,2.0,60.0,70.0
2024-02-21 11:34:24,11.59,46.16,23.17,92.32,2.0,60.0,70.0
2024-02-21 11:35:24,15.03,48.52,30.06,97.04,2.0,60.0,70.0
2024-02-21 11:36:24,19.31,53.9,38.62,107.79,2.0,60.0,70.0
2024-02-21 11:37:24,21.59,56.97,43.17,113.94,2.0,60.0,70.0
2024-02-21 11:38:24,26.68,60.56,53.36,121.12,2.0,60.0,70.0
2024-02-21 11:39:24,29.7,64.9,59.4,129.79,2.0,60.0,70.0
2024-02-21 11:40:24,31.95,66.95,63.91,133.89,2.0,60.0,70.0
2024-02-21 11:41:24,36.39,67.47,72.78,134.95,2.0,60.0,70.0
2024-02-21 11:42:24,40.14,67.49,80.28,134.98,2.0,60.0,70.0
2024-02-21 11:43:24,47.06,67.5,94.12,135.0,2.0,60.0,70.0
2024-02-21 11:44:24,48.76,67.5,97.53,135.0,2.0,60.0,70.0
2024-02-21 11:45:24,50.18,67.5,100.36,135.0,2.0,60.0,70.0
2024-02-21 11:46:24,53.49,67.5,106.99,135.01,2.0,60.0,70.0
2024-02-21 11:47:24,59.54,67.5,119.09,135.01,2.0,60.0,70.0
2024-02-21 11:48:24,63.47,67.51,126.94,135.02,2.0,60.0,70.0
2024-02-21 11:49:24,66.88,67.66,133.75,135.31,2.0,60.0,70.0
2024-02-21 11:50:24,68.74,67.66,137.48,135.31,2.0,60.0,70.0
2024-02-21 11:51:24,58.87,51.56,176.62,154.68,3.0,60.0,70.0
2024-02-21 11:52:24,48.0,56.53,143.99,169.6,3.0,60.0,70.0
2024-02-21 11:53:24,50.93,57.8,152.8,173.39,3.0,60.0,70.0
2024-02-21 11:54:24,53.34,57.94,160.01,173.82,3.0,60.0,70.0
2024-02-21 11:55:24,53.08,58.15,159.24,174.46,3.0,60.0,70.0
2024-02-21 11:56:24,57.34,58.16,172.02,174.48,3.0,60.0,70.0
2024-02-21 11:57:24,58.54,58.17,175.61,174.5,3.0,60.0,70.0
2024-02-21 11:58:24,62.98,58.56,188.93,175.69,3.0,60.0,70.0
2024-02-21 11:59:24,65.49,61.64,196.47,184.91,3.0,60.0,70.0
2024-02-21 12:00:24,65.32,67.04,195.97,201.11,3.0,60.0,70.0
2024-02-21 12:01:24,66.9,64.12,200.7,192.36,3.0,60.0,70.0
2024-02-21 12:02:24,67.25,56.68,201.75,170.04,3.0,60.0,70.0
2024-02-21 12:03:24,70.95,64.46,283.8,257.82,4.0,60.0,70.0
2024-02-21 12:04:24,66.96,66.29,267.85,265.16,4.0,60.0,70.0
2024-02-21 12:05:24,49.49,66.04,197.96,264.14,4.0,60.0,70.0
2024-02-21 12:06:24,45.54,67.62,182.18,270.49,4.0,60.0,70.0
2024-02-21 12:07:24,45.96,51.47,137.89,154.42,3.0,60.0,70.0
2024-02-21 12:08:24,54.99,52.43,164.97,157.28,3.0,60.0,70.0
2024-02-21 12:09:24,53.61,53.12,160.84,159.38,3.0,60.0,70.0
2024-02-21 12:10:24,51.05,53.13,153.16,159.39,3.0,60.0,70.0
2024-02-21 12:11:24,47.8,53.15,143.41,159.45,3.0,60.0,70.0
2024-02-21 12:12:24,47.97,53.15,143.92,159.45,3.0,60.0,70.0
2024-02-21 12:13:24,45.07,53.15,135.21,159.45,3.0,60.0,70.0
2024-02-21 12:14:24,41.19,53.15,123.57,159.46,3.0,60.0,70.0
2024-02-21 12:15:24,42.4,53.16,127.19,159.48,3.0,60.0,70.0
2024-02-21 12:16:24,39.01,53.17,117.03,159.5,3.0,60.0,70.0
2024-02-21 12:17:24,35.02,53.17,105.05,159.5,3.0,60.0,70.0
2024-02-21 12:18:24,33.16,53.17,99.48,159.52,3.0,60.0,70.0
2024-02-21 12:19:24,31.91,53.18,95.74,159.53,3.0,60.0,70.0
2024-02-21 12:20:24,29.08,53.32,87.23,159.96,3.0,60.0,70.0
2024-02-21 12:21:24,27.84,53.32,83.52,159.96,3.0,60.0,70.0
2024-02-21 12:22:24,24.22,53.17,72.65,159.51,3.0,60.0,70.0
2024-02-21 12:23:24,21.52,54.35,64.56,163.04,3.0,60.0,70.0
2024-02-21 12:24:24,20.31,52.0,60.93,156.0,3.0,60.0,70.0
2024-02-21 12:25:24,16.86,49.84,50.57,149.53,3.0,60.0,70.0
2024-02-21 12:26:24,14.14,47.65,42.43,142.96,3.0,60.0,70.0
2024-02-21 12:27:24,14.47,51.04,28.95,102.09,2.0,60.0,70.0
2024-02-21 12:28:24,12.11,49.42,24.22,98.84,2.0,60.0,70.0
2024-02-21 12:29:24,8.91,47.86,17.83,95.71,2.0,60.0,70.0
2024-02-21 12:30:24,4.35,44.33,8.7,88.65,2.0,60.0,70.0
2024-02-21 12:31:24,0.95,40.14,1.9,80.28,2.0,60.0,70.0
2024-02-21 12:32:24,4.88,36.16,9.75,72.32,2.0,60.0,70.0
2024-02-21 12:33:24,11.78,47.21,11.78,47.21,1.0,60.0,70.0
2024-02-21 12:34:24,26.53,62.84,26.53,62.84,1.0,60.0,70.0
2024-02-21 12:35:24,30.06,62.84,30.06,62.84,1.0,60.0,70.0
2024-02-21 12:36:24,38.58,73.43,38.58,73.43,1.0,60.0,70.0
2024-02-21 12:37:24,42.79,73.44,42.79,73.44,1.0,60.0,70.0
2024-02-21 12:38:24,45.99,73.44,45.99,73.44,1.0,60.0,70.0
2024-02-21 12:39:24,54.68,73.48,54.68,73.48,1.0,60.0,70.0
2024-02-21 12:40:24,61.84,74.94,61.84,74.94,1.0,60.0,70.0
2024-02-21 12:41:24,50.33,43.76,100.66,87.53,2.0,60.0,70.0
2024-02-21 12:42:24,43.5,44.58,87.0,89.16,2.0,60.0,70.0
2024-02-21 12:43:24,48.11,45.89,96.22,91.78,2.0,60.0,70.0
2024-02-21 12:44:24,48.43,51.05,96.86,102.11,2.0,60.0,70.0
2024-02-21 12:45:24,51.73,54.78,103.45,109.56,2.0,60.0,70.0
2024-02-21 12:46:24,57.86,73.28,115.72,146.57,2.0,60.0,70.0
2024-02-21 12:47:24,63.43,64.88,126.86,129.77,2.0,60.0,70.0
2024-02-21 12:48:24,62.48,64.89,124.97,129.77,2.0,60.0,70.0
2024-02-21 12:49:24,64.3,65.46,128.61,130.91,2.0,60.0,70.0
2024-02-21 12:50:24,60.95,46.39,182.86,139.16,3.0,60.0,70.0
2024-02-21 12:51:24,47.64,47.14,142.93,141.41,3.0,60.0,70.0
2024-02-21 12:52:24,49.99,50.06,149.96,150.18,3.0,60.0,70.0
2024-02-21 12:53:24,52.51,51.15,157.54,153.44,3.0,60.0,70.0
2024-02-21 12:54:24,53.33,51.4,159.98,154.21,3.0,60.0,70.0
2024-02-21 12:55:24,56.49,51.67,169.47,155.0,3.0,60.0,70.0
2024-02-21 12:56:24,59.57,51.51,178.71,154.52,3.0,60.0,70.0
2024-02-21 12:57:24,63.22,51.53,189.67,154.58,3.0,60.0,70.0
2024-02-21 12:58:24,63.19,55.45,189.57,166.34,3.0,60.0,70.0
2024-02-21 12:59:24,67.65,56.33,202.94,168.99,3.0,60.0,70.0
2024-02-21 13:00:24,66.55,56.71,199.64,170.13,3.0,60.0,70.0
2024-02-21 13:01:24,65.99,56.72,197.98,170.15,3.0,60.0,70.0
2024-02-21 13:02:24,67.01,56.73,201.03,170.2,3.0,60.0,70.0
2024-02-21 13:03:24,66.46,56.73,199.39,170.2,3.0,60.0,70.0
2024-02-21 13:04:24,60.5,56.73,181.49,170.2,3.0,60.0,70.0
2024-02-21 13:05:24,60.95,56.73,182.86,170.2,3.0,60.0,70.0
2024-02-21 13:06:24,57.72,58.53,173.15,175.59,3.0,60.0,70.0
2024-02-21 13:07:24,55.72,59.09,167.17,177.27,3.0,60.0,70.0
2024-02-21 13:08:24,54.09,59.1,162.26,177.3,3.0,60.0,70.0
2024-02-21 13:09:24,53.73,59.11,161.2,177.32,3.0,60.0,70.0
2024-02-21 13:10:24,51.07,59.11,153.22,177.32,3.0,60.0,70.0
2024-02-21 13:11:24,48.28,59.11,144.85,177.34,3.0,60.0,70.0
2024-02-21 13:12:24,47.88,59.15,143.63,177.46,3.0,60.0,70.0
2024-02-21 13:13:24,45.8,59.15,137.39,177.46,3.0,60.0,70.0
2024-02-21 13:14:24,42.29,59.15,126.88,177.46,3.0,60.0,70.0
2024-02-21 13:15:24,41.37,59.16,124.12,177.47,3.0,60.0,70.0
2024-02-21 13:16:24,40.17,59.16,120.51,177.47,3.0,60.0,70.0
2024-02-21 13:17:24,36.35,59.16,109.04,177.47,3.0,60.0,70.0
2024-02-21 13:18:24,33.58,59.16,100.75,177.48,3.0,60.0,70.0
2024-02-21 13:19:24,32.45,59.16,97.35,177.48,3.0,60.0,70.0
2024-02-21 13:20:24,28.53,59.16,85.6,177.48,3.0,60.0,70.0
2024-02-21 13:21:24,27.28,59.16,81.85,177.48,3.0,60.0,70.0
2024-02-21 13:22:24,23.69,58.33,71.06,174.98,3.0,60.0,70.0
2024-02-21 13:23:24,20.75,57.06,62.24,171.18,3.0,60.0,70.0
2024-02-21 13:24:24,18.37,55.1,55.11,165.3,3.0,60.0,70.0
2024-02-21 13:25:24,17.23,52.32,51.68,156.96,3.0,60.0,70.0
2024-02-21 13:26:24,14.14,49.58,42.42,148.75,3.0,60.0,70.0
2024-02-21 13:27:24,12.17,45.42,36.51,136.27,3.0,60.0,70.0
2024-02-21 13:28:24,12.85,47.75,25.69,95.49,2.0,60.0,70.0
2024-02-21 13:29:24,9.21,46.06,18.42,92.12,2.0,60.0,70.0
2024-02-21 13:30:24,5.76,44.87,11.52,89.74,2.0,60.0,70.0
2024-02-21 13:31:24,0.72,40.09,1.43,80.18,2.0,60.0,70.0
2024-02-21 13:32:24,4.04,34.68,8.07,69.36,2.0,60.0,70.0
2024-02-21 13:33:24,16.44,48.8,16.44,48.8,1.0,60.0,70.0
2024-02-21 13:34:24,24.54,50.82,24.54,50.82,1.0,60.0,70.0
2024-02-21 13:35:24,31.32,66.01,31.32,66.01,1.0,60.0,70.0
2024-02-21 13:36:24,38.75,66.08,38.75,66.08,1.0,60.0,70.0
2024-02-21 13:37:24,43.25,68.85,43.25,68.85,1.0,60.0,70.0
2024-02-21 13:38:24,53.55,68.91,53.55,68.91,1.0,60.0,70.0
2024-02-21 13:39:24,53.5,68.91,53.5,68.91,1.0,60.0,70.0
2024-02-21 13:40:24,58.98,68.93,58.98,68.93,1.0,60.0,70.0
2024-02-21 13:41:24,64.66,69.56,64.66,69.56,1.0,60.0,70.0
2024-02-21 13:42:24,68.05,69.56,68.05,69.56,1.0,60.0,70.0
2024-02-21 13:43:24,45.56,43.05,91.11,86.1,2.0,60.0,70.0
2024-02-21 13:44:24,47.48,44.46,94.96,88.92,2.0,60.0,70.0
2024-02-21 13:45:24,50.74,44.61,101.49,89.23,2.0,60.0,70.0
2024-02-21 13:46:24,54.73,44.78,109.45,89.55,2.0,60.0,70.0
2024-02-21 13:47:24,56.88,49.76,113.77,99.52,2.0,60.0,70.0
2024-02-21 13:48:24,59.8,51.67,119.61,103.35,2.0,60.0,70.0
2024-02-21 13:49:24,64.31,65.34,128.62,130.68,2.0,60.0,70.0
2024-02-21 13:50:24,67.64,67.51,135.28,135.03,2.0,60.0,70.0
2024-02-21 13:51:24,64.16,48.43,192.48,145.3,3.0,60.0,70.0
2024-02-21 13:52:24,52.23,49.65,156.69,148.94,3.0,60.0,70.0
2024-02-21 13:53:24,54.47,51.58,163.41,154.73,3.0,60.0,70.0
2024-02-21 13:54:24,54.07,54.41,162.21,163.23,3.0,60.0,70.0
2024-02-21 13:55:24,57.75,54.46,173.26,163.39,3.0,60.0,70.0
2024-02-21 13:56:24,58.07,61.48,174.22,184.45,3.0,60.0,70.0
2024-02-21 13:57:24,62.28,58.11,186.85,174.33,3.0,60.0,70.0
2024-02-21 13:58:24,61.19,62.94,183.56,188.81,3.0,60.0,70.0
2024-02-21 13:59:24,68.1,64.27,204.29,192.82,3.0,60.0,70.0
2024-02-21 14:00:24,58.87,50.71,235.47,202.83,4.0,60.0,70.0
2024-02-21 14:01:24,59.78,64.38,179.35,193.15,3.0,60.0,70.0
2024-02-21 14:02:24,61.31,48.41,245.23,193.64,4.0,60.0,70.0
2024-02-21 14:03:24,58.57,63.07,175.71,189.2,3.0,60.0,70.0
2024-02-21 14:04:24,56.06,51.26,224.24,205.02,4.0,60.0,70.0
2024-02-21 14:05:24,52.59,63.93,157.77,191.8,3.0,60.0,70.0
2024-02-21 14:06:24,58.82,63.93,176.47,191.8,3.0,60.0,70.0
2024-02-21 14:07:24,59.51,63.93,178.52,191.8,3.0,60.0,70.0
2024-02-21 14:08:24,56.89,63.93,170.68,191.8,3.0,60.0,70.0
2024-02-21 14:09:24,54.77,63.94,164.3,191.82,3.0,60.0,70.0
2024-02-21 14:10:24,52.31,63.94,156.94,191.82,3.0,60.0,70.0
2024-02-21 14:11:24,51.57,63.94,154.72,191.82,3.0,60.0,70.0
2024-02-21 14:12:24,48.6,63.94,145.81,191.82,3.0,60.0,70.0
2024-02-21 14:13:24,47.93,63.94,143.79,191.82,3.0,60.0,70.0
2024-02-21 14:14:24,46.26,63.95,138.79,191.85,3.0,60.0,70.0
2024-02-21 14:15:24,43.25,63.95,129.75,191.85,3.0,60.0,70.0
2024-02-21 14:16:24,41.58,63.95,124.75,191.85,3.0,60.0,70.0
2024-02-21 14:17:24,38.19,63.95,114.56,191.86,3.0,60.0,70.0
2024-02-21 14:18:24,35.4,63.95,106.2,191.86,3.0,60.0,70.0
2024-02-21 14:19:24,32.03,63.96,96.1,191.87,3.0,60.0,70.0
2024-02-21 14:20:24,30.82,63.79,92.46,191.37,3.0,60.0,70.0
2024-02-21 14:21:24,28.14,63.79,84.43,191.37,3.0,60.0,70.0
2024-02-21 14:22:24,25.33,63.13,76.0,189.38,3.0,60.0,70.0
2024-02-21 14:23:24,24.24,62.15,72.72,186.45,3.0,60.0,70.0
2024-02-21 14:24:24,21.54,59.65,64.63,178.95,3.0,60.0,70.0
2024-02-21 14:25:24,18.34,55.98,55.03,167.95,3.0,60.0,70.0
2024-02-21 14:26:24,14.58,55.98,43.74,167.95,3.0,60.0,70.0
2024-02-21 14:27:24,13.58,48.97,40.74,146.91,3.0,60.0,70.0
2024-02-21 14:28:24,9.63,47.35,28.9,142.04,3.0,60.0,70.0
2024-02-21 14:29:24,7.96,42.72,23.89,128.16,3.0,60.0,70.0
2024-02-21 14:30:24,7.48,42.02,14.96,84.04,2.0,60.0,70.0
2024-02-21 14:31:24,1.68,40.05,3.36,80.1,2.0,60.0,70.0
2024-02-21 14:32:24,1.12,40.05,2.24,80.1,2.0,60.0,70.0
2024-02-21 14:33:24,6.21,34.89,12.42,69.79,2.0,60.0,70.0
2024-02-21 14:34:24,19.83,53.47,19.83,53.47,1.0,60.0,70.0
2024-02-21 14:35:24,26.52,64.28,26.52,64.28,1.0,60.0,70.0
2024-02-21 14:36:24,32.95,64.32,32.95,64.32,1.0,60.0,70.0
2024-02-21 14:37:24,34.25,41.87,68.5,83.75,2.0,60.0,70.0
2024-02-21 14:38:24,26.36,44.86,52.72,89.72,2.0,60.0,70.0
2024-02-21 14:39:24,29.63,45.15,59.27,90.31,2.0,60.0,70.0
2024-02-21 14:40:24,32.45,47.23,64.9,94.46,2.0,60.0,70.0
2024-02-21 14:41:24,35.57,47.88,71.13,95.76,2.0,60.0,70.0
2024-02-21 14:42:24,41.45,48.09,82.91,96.19,2.0,60.0,70.0
2024-02-21 14:43:24,44.18,48.54,88.36,97.07,2.0,60.0,70.0
2024-02-21 14:44:24,48.48,50.42,96.97,100.84,2.0,60.0,70.0
2024-02-21 14:45:24,50.19,51.03,100.38,102.05,2.0,60.0,70.0
2024-02-21 14:46:24,53.68,51.08,107.36,102.16,2.0,60.0,70.0
2024-02-21 14:47:24,57.25,51.08,114.5,102.16,2.0,60.0,70.0
2024-02-21 14:48:24,61.04,51.08,122.08,102.16,2.0,60.0,70.0
2024-02-21 14:49:24,64.22,51.38,128.44,102.77,2.0,60.0,70.0
2024-02-21 14:50:24,67.37,52.61,134.75,105.21,2.0,60.0,70.0
2024-02-21 14:51:24,48.93,39.52,146.79,118.55,3.0,60.0,70.0
2024-02-21 14:52:24,69.99,52.66,139.98,105.33,2.0,60.0,70.0
2024-02-21 14:53:24,53.95,40.82,161.84,122.46,3.0,60.0,70.0
2024-02-21 14:54:24,78.38,59.29,156.77,118.59,2.0,60.0,70.0
2024-02-21 14:55:24,56.2,52.02,168.6,156.05,3.0,60.0,70.0
2024-02-21 14:56:24,58.29,57.12,174.86,171.37,3.0,60.0,70.0
2024-02-21 14:57:24,58.64,57.89,175.92,173.67,3.0,60.0,70.0
2024-02-21 14:58:24,62.06,56.49,186.18,169.48,3.0,60.0,70.0
2024-02-21 14:59:24,64.34,62.35,193.03,187.04,3.0,60.0,70.0
2024-02-21 15:00:24,67.04,62.68,201.13,188.04,3.0,60.0,70.0
2024-02-21 15:01:24,66.97,62.82,200.9,188.46,3.0,60.0,70.0
2024-02-21 15:02:24,59.3,51.23,237.21,204.92,4.0,60.0,70.0
2024-02-21 15:03:24,53.15,63.32,212.62,253.27,4.0,60.0,70.0
2024-02-21 15:04:24,61.94,63.33,185.83,189.98,3.0,60.0,70.0
2024-02-21 15:05:24,61.31,63.33,183.92,189.99,3.0,60.0,70.0
2024-02-21 15:06:24,55.55,62.52,166.64,187.56,3.0,60.0,70.0
2024-02-21 15:07:24,58.81,62.52,176.43,187.57,3.0,60.0,70.0
2024-02-21 15:08:24,55.95,62.52,167.84,187.57,3.0,60.0,70.0
2024-02-21 15:09:24,54.22,62.52,162.66,187.57,3.0,60.0,70.0
2024-02-21 15:10:24,51.37,62.53,154.12,187.58,3.0,60.0,70.0
2024-02-21 15:11:24,49.29,62.53,147.87,187.58,3.0,60.0,70.0
2024-02-21 15:12:24,46.8,62.53,140.4,187.58,3.0,60.0,70.0
2024-02-21 15:13:24,45.45,62.53,136.35,187.59,3.0,60.0,70.0
2024-02-21 15:14:24,42.43,62.53,127.29,187.59,3.0,60.0,70.0
2024-02-21 15:15:24,41.76,62.53,125.27,187.6,3.0,60.0,70.0
2024-02-21 15:16:24,39.71,62.53,119.14,187.6,3.0,60.0,70.0
2024-02-21 15:17:24,35.97,62.53,107.92,187.6,3.0,60.0,70.0
2024-02-21 15:18:24,33.04,62.54,99.11,187.62,3.0,60.0,70.0
2024-02-21 15:19:24,31.49,62.54,94.47,187.63,3.0,60.0,70.0
2024-02-21 15:20:24,28.86,62.55,86.59,187.65,3.0,60.0,70.0
2024-02-21 15:21:24,25.86,62.55,77.57,187.65,3.0,60.0,70.0
2024-02-21 15:22:24,23.81,61.2,71.42,183.59,3.0,60.0,70.0
2024-02-21 15:23:24,20.82,60.32,62.47,180.97,3.0,60.0,70.0
2024-02-21 15:24:24,19.56,55.76,58.69,167.28,3.0,60.0,70.0
2024-02-21 15:25:24,16.54,55.76,49.63,167.29,3.0,60.0,70.0
2024-02-21 15:26:24,13.93,51.45,41.78,154.35,3.0,60.0,70.0
2024-02-21 15:27:24,11.35,49.49,34.04,148.47,3.0,60.0,70.0
